ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
1.5.0-dev,true,target,target.process.pe_info.resources.resource_type,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.sections,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.sections.entropy,double,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.sections.name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.sections.raw_offset,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.sections.raw_size,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.sections.virtual_address,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.sections.virtual_size,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.signature_signer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.signature_status,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.version_info,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.version_info.code_page,long,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.version_info.key,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.version_info.language,long,custom,,,TODO
1.5.0-dev,true,target,target.process.pe_info.version_info.value_string,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pgid,long,extended,,,Identifier of the group of processes the process belongs to.
1.5.0-dev,true,target,target.process.phys_memory_bytes,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.pid,long,core,,4242,Process id.
1.5.0-dev,true,target,target.process.ppid,long,extended,,4241,Parent process' pid.
1.5.0-dev,true,target,target.process.services,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.session_id,long,custom,,,TODO
1.5.0-dev,true,target,target.process.short_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.sid,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.signature_signer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.signature_status,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.start,date,extended,,2016-05-23T08:05:34.853Z,The time the process started.
1.5.0-dev,true,target,target.process.thread.id,long,extended,,4242,Thread ID.
1.5.0-dev,true,target,target.process.thread.name,keyword,extended,,thread-0,Thread name.
1.5.0-dev,true,target,target.process.threads,nested,custom,,,TODO
1.5.0-dev,true,target,target.process.threads.entrypoint,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.threads.id,long,custom,,,TODO
1.5.0-dev,true,target,target.process.threads.start,date,custom,,,TODO
1.5.0-dev,true,target,target.process.threads.uptime,long,custom,,,TODO
1.5.0-dev,true,target,target.process.title,keyword,extended,,,Process title.
1.5.0-dev,true,target,target.process.title.text,text,extended,,,Process title.
1.5.0-dev,true,target,target.process.token.domain,keyword,extended,,,TODO
1.5.0-dev,true,target,target.process.token.impersonation_level,keyword,extended,,,Impersonation level. Only valid for impersonation tokens.
1.5.0-dev,true,target,target.process.token.integrity_level,long,extended,,,Numeric integrity level.
1.5.0-dev,true,target,target.process.token.integrity_level_name,keyword,extended,,,Human readable integrity level.
1.5.0-dev,true,target,target.process.token.is_appcontainer,boolean,extended,,,Whether or not this is an appcontainer token.
1.5.0-dev,true,target,target.process.token.privileges,nested,extended,,,Array describing the privileges associated with the token.
1.5.0-dev,true,target,target.process.token.privileges.description,keyword,extended,,,Description of the privilege.
1.5.0-dev,true,target,target.process.token.privileges.enabled,boolean,extended,,,Whether or not the privilege is enabled.
1.5.0-dev,true,target,target.process.token.privileges.name,keyword,extended,,,Name of the privilege.
1.5.0-dev,true,target,target.process.token.sid,keyword,extended,,,TODO
1.5.0-dev,true,target,target.process.token.type,keyword,extended,,,"Type of the token, either primary or impersonation."
1.5.0-dev,true,target,target.process.token.user,keyword,extended,,,Username of token owner.
1.5.0-dev,true,target,target.process.tty_device_major_number,integer,custom,,,TODO
1.5.0-dev,true,target,target.process.tty_device_minor_number,integer,custom,,,TODO
1.5.0-dev,true,target,target.process.tty_device_name,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.uid,long,custom,,,TODO
1.5.0-dev,true,target,target.process.unbacked_execute_byte_count,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.unbacked_execute_region_count,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.unique_pid,keyword,custom,,,Unique process id.
1.5.0-dev,true,target,target.process.unique_ppid,keyword,custom,,,Unique parent process id.
1.5.0-dev,true,target,target.process.uptime,long,extended,,1325,Seconds the process has been up.
1.5.0-dev,true,target,target.process.user,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.virt_memory_bytes,keyword,custom,,,TODO
1.5.0-dev,true,target,target.process.working_directory,keyword,extended,,/home/alice,The working directory of the process.
1.5.0-dev,true,target,target.process.working_directory.text,text,extended,,/home/alice,The working directory of the process.
1.5.0-dev,true,target,target.thread.call_stack,nested,custom,,,TODO
1.5.0-dev,true,target,target.thread.call_stack.instruction_pointer,keyword,custom,,,TODO
1.5.0-dev,true,target,target.thread.call_stack.memory_section.memory_address,keyword,custom,,,TODO
1.5.0-dev,true,target,target.thread.call_stack.memory_section.memory_size,keyword,custom,,,TODO
1.5.0-dev,true,target,target.thread.call_stack.memory_section.protection,keyword,custom,,,TODO
1.5.0-dev,true,target,target.thread.call_stack.module_path,keyword,custom,,,TODO
1.5.0-dev,true,target,target.thread.call_stack.rva,keyword,custom,,,TODO
1.5.0-dev,true,target,target.thread.call_stack.symbol_info,keyword,custom,,,TODO
1.5.0-dev,true,target,target.thread.id,long,core,,3147,Thread id.
1.5.0-dev,true,target,target.thread.name,keyword,extended,,thread-0,Thread name.
1.5.0-dev,true,target,target.thread.service_name,keyword,extended,,VaultSvc,Service associated with the thread.
1.5.0-dev,true,target,target.thread.start,date,extended,,2016-05-23T08:05:34.853Z,The time the thread started.
1.5.0-dev,true,target,target.thread.start_address,keyword,extended,,5442508,Memory address where the thread started.
1.5.0-dev,true,target,target.thread.start_address_module,keyword,extended,,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,TODO
1.5.0-dev,true,target,target.thread.token.domain,keyword,extended,,,TODO
1.5.0-dev,true,target,target.thread.token.impersonation_level,keyword,extended,,,Impersonation level. Only valid for impersonation tokens.
1.5.0-dev,true,target,target.thread.token.integrity_level,long,extended,,,Numeric integrity level.
1.5.0-dev,true,target,target.thread.token.integrity_level_name,keyword,extended,,,Human readable integrity level.
1.5.0-dev,true,target,target.thread.token.is_appcontainer,boolean,extended,,,Whether or not this is an appcontainer token.
1.5.0-dev,true,target,target.thread.token.privileges,nested,extended,,,Array describing the privileges associated with the token.
1.5.0-dev,true,target,target.thread.token.privileges.description,keyword,extended,,,Description of the privilege.
1.5.0-dev,true,target,target.thread.token.privileges.enabled,boolean,extended,,,Whether or not the privilege is enabled.
1.5.0-dev,true,target,target.thread.token.privileges.name,keyword,extended,,,Name of the privilege.
1.5.0-dev,true,target,target.thread.token.sid,keyword,extended,,,TODO
1.5.0-dev,true,target,target.thread.token.type,keyword,extended,,,"Type of the token, either primary or impersonation."
1.5.0-dev,true,target,target.thread.token.user,keyword,extended,,,Username of token owner.
1.5.0-dev,true,thread,thread.call_stack,nested,custom,,,TODO
1.5.0-dev,true,thread,thread.call_stack.instruction_pointer,keyword,custom,,,TODO
1.5.0-dev,true,thread,thread.call_stack.memory_section.memory_address,keyword,custom,,,TODO
1.5.0-dev,true,thread,thread.call_stack.memory_section.memory_size,keyword,custom,,,TODO
1.5.0-dev,true,thread,thread.call_stack.memory_section.protection,keyword,custom,,,TODO
1.5.0-dev,true,thread,thread.call_stack.module_path,keyword,custom,,,TODO
1.5.0-dev,true,thread,thread.call_stack.rva,keyword,custom,,,TODO
1.5.0-dev,true,thread,thread.call_stack.symbol_info,keyword,custom,,,TODO
1.5.0-dev,true,thread,thread.id,long,core,,3147,Thread id.
1.5.0-dev,true,thread,thread.name,keyword,extended,,thread-0,Thread name.
1.5.0-dev,true,thread,thread.service_name,keyword,extended,,VaultSvc,Service associated with the thread.
1.5.0-dev,true,thread,thread.start,date,extended,,2016-05-23T08:05:34.853Z,The time the thread started.
1.5.0-dev,true,thread,thread.start_address,keyword,extended,,5442508,Memory address where the thread started.
1.5.0-dev,true,thread,thread.start_address_module,keyword,extended,,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,TODO
1.5.0-dev,true,thread,thread.token.domain,keyword,extended,,,TODO
1.5.0-dev,true,thread,thread.token.impersonation_level,keyword,extended,,,Impersonation level. Only valid for impersonation tokens.
1.5.0-dev,true,thread,thread.token.integrity_level,long,extended,,,Numeric integrity level.
1.5.0-dev,true,thread,thread.token.integrity_level_name,keyword,extended,,,Human readable integrity level.
1.5.0-dev,true,thread,thread.token.is_appcontainer,boolean,extended,,,Whether or not this is an appcontainer token.
1.5.0-dev,true,thread,thread.token.privileges,nested,extended,,,Array describing the privileges associated with the token.
1.5.0-dev,true,thread,thread.token.privileges.description,keyword,extended,,,Description of the privilege.
1.5.0-dev,true,thread,thread.token.privileges.enabled,boolean,extended,,,Whether or not the privilege is enabled.
1.5.0-dev,true,thread,thread.token.privileges.name,keyword,extended,,,Name of the privilege.
1.5.0-dev,true,thread,thread.token.sid,keyword,extended,,,TODO
1.5.0-dev,true,thread,thread.token.type,keyword,extended,,,"Type of the token, either primary or impersonation."
1.5.0-dev,true,thread,thread.token.user,keyword,extended,,,Username of token owner.
1.5.0-dev,true,threat,threat.framework,keyword,extended,,MITRE ATT&CK,Threat classification framework.
1.5.0-dev,true,threat,threat.tactic.id,keyword,extended,array,TA0040,Threat tactic id.
1.5.0-dev,true,threat,threat.tactic.name,keyword,extended,array,impact,Threat tactic.
1.5.0-dev,true,threat,threat.tactic.reference,keyword,extended,array,https://attack.mitre.org/tactics/TA0040/,Threat tactic url reference.
1.5.0-dev,true,threat,threat.technique.id,keyword,extended,array,T1499,Threat technique id.
1.5.0-dev,true,threat,threat.technique.name,keyword,extended,array,endpoint denial of service,Threat technique name.
1.5.0-dev,true,threat,threat.technique.name.text,text,extended,,endpoint denial of service,Threat technique name.
1.5.0-dev,true,threat,threat.technique.reference,keyword,extended,array,https://attack.mitre.org/techniques/T1499/,Threat technique reference.
1.5.0-dev,true,user,user.domain,keyword,extended,,,Name of the directory the user is a member of.
1.5.0-dev,true,user,user.email,keyword,extended,,,User email address.
1.5.0-dev,true,user,user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
1.5.0-dev,true,user,user.full_name.text,text,extended,,Albert Einstein,"User's full name, if available."
1.5.0-dev,true,user,user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
1.5.0-dev,true,user,user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
1.5.0-dev,true,user,user.group.name,keyword,extended,,,Name of the group.
1.5.0-dev,true,user,user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
1.5.0-dev,true,user,user.id,keyword,core,,,Unique identifiers of the user.
1.5.0-dev,true,user,user.name,keyword,core,,albert,Short name or login of the user.
1.5.0-dev,true,user,user.name.text,text,core,,albert,Short name or login of the user.
